"User Target","Week Duration","Prior Knowledge","Description","Important Technology Keywords"
"Network Engineer","10","Basic Networking","I want to specialize in network automation because the future of networking is programmable and I don't want to be someone who only knows how to click through GUIs and run CLI commands manually. Python for network automation using libraries like Netmiko, NAPALM, and Nornir to manage network devices programmatically. Ansible for network configuration management. Understanding network APIs and RESTCONF and NETCONF protocols. Infrastructure as code concepts applied to network configuration. Working with Cisco's DNA Center API and Meraki API. I want to be the person on the network team who can automate the repetitive tasks that take hours manually.","Python, Netmiko, NAPALM, Nornir, Ansible, RESTCONF, NETCONF, Network Automation, Cisco DNA Center, Meraki API"
"Backend Developer","12","Intermediate Python","building apis with python already but want to level up to production quality. main things to improve: async python with fastapi and asyncio, proper database management with sqlalchemy and alembic migrations, redis caching, celery for background jobs, proper testing with pytest, api documentation, rate limiting, and proper logging and monitoring with structlog and opentelemetry.","FastAPI, AsyncIO, SQLAlchemy, Alembic, Redis, Celery, Pytest, OpenTelemetry, Rate Limiting"
"Data Analyst","10","Basic SQL","sql window functions. pandas. tableau. thats basically it. already know the basics just need to go deeper on advanced sql and visualization.","SQL, Window Functions, Pandas, Tableau"
"Machine Learning Engineer","22","None","I'm a radiologist and I've been following the AI in medical imaging space very closely because I see it both as a threat and an opportunity. Rather than waiting to be displaced I want to become someone who builds these tools. I obviously have deep domain expertise in reading medical images which is actually quite rare among ML engineers and I think that's my competitive advantage. I know nothing about programming or ML yet. I'm planning to take a full year to learn Python fundamentals, then numpy and pandas, then dive into deep learning with PyTorch specifically for computer vision since that's the relevant area. Convolutional neural networks for image classification and segmentation. Medical imaging formats like DICOM and libraries like PyDICOM. Understanding how to validate clinical AI tools properly is something my medical background helps with.","Python, NumPy, PyTorch, Deep Learning, Computer Vision, CNN, Medical Imaging, DICOM, PyDICOM, Clinical AI Validation"
"Cloud Architect","20","Basic Python","Multi-cloud strategy is what I want to specialize in because I see companies getting locked into single cloud vendors and I think being able to architect solutions that span AWS and GCP or Azure is a genuine competitive advantage. I know Python basics and I want to use Pulumi for infrastructure as code because I can write it in Python rather than learning a new language like HCL. I want to understand the equivalent services across the major clouds so I can make informed architectural decisions. Kubernetes as the common abstraction layer that works across clouds is interesting to me. Cloud networking concepts including VPNs, direct connect, and peering between clouds. The goal is both the AWS SAA and GCP Professional Cloud Architect certifications.","Multi-cloud, AWS, GCP, Azure, Pulumi, Kubernetes, Cloud Networking, AWS SAA, GCP Professional Cloud Architect"
"Data Scientist","10","Excel","marketing analytics person who uses excel for everything. want to move to python. pandas for data manipulation. basic machine learning for customer segmentation and churn prediction. maybe some nlp for analyzing customer feedback. want to be more valuable to my marketing team.","Python, Pandas, Scikit-learn, Customer Segmentation, Churn Prediction, NLP, Marketing Analytics"
"Embedded Systems Engineer","24","Basic C++","I took an introductory C++ course and I'm fascinated by hardware and low-level programming, the idea that software can directly control physical things in the real world. I want to become an embedded systems engineer. I need to go much deeper in C because embedded systems typically use C more than C++. Understanding microcontroller architecture, specifically ARM Cortex-M series because that's what most modern embedded systems use. STM32 development boards as my learning hardware platform. RTOS concepts using FreeRTOS for real-time scheduling and task management. Peripheral interfaces like SPI, I2C, UART, and GPIO. Understanding how to debug embedded systems with JTAG and GDB. Power management is important for battery-powered devices. I want to build a complete embedded project from scratch as my portfolio piece.","C, ARM Cortex-M, STM32, FreeRTOS, RTOS, SPI, I2C, UART, JTAG, Embedded Systems, Power Management"
"Blockchain Developer","24","College CS","I've been following the DeFi space obsessively for two years and I want to build in it, not just trade in it. My CS background means I understand programming well but I need to learn the blockchain-specific stack. Solidity is the obvious starting point and I want to get genuinely good at it, not just write simple contracts. Foundry is my choice for development framework because it's Rust-based and very fast for testing. I want to understand how major DeFi protocols work at the code level: Uniswap V3's concentrated liquidity mechanism, Aave's interest rate model, Compound's governance system. Smart contract security is something I want to take very seriously, understanding common attack vectors like reentrancy, flash loan attacks, and oracle manipulation. I want to participate in audit contests on Code4rena as a way to develop and demonstrate security skills.","Solidity, Foundry, DeFi, Uniswap, Aave, Flash Loan Attacks, Reentrancy, Oracle Manipulation, Smart Contract Security, Code4rena"
"Frontend Developer","10","Basic HTML/CSS","I design logos and branding for small businesses and my clients always end up asking if I can also build them a website, so I want to add web development to my design services. My HTML and CSS are decent from tweaking WordPress themes but I've never written real JavaScript. I want to learn JavaScript enough to make sites interactive and then learn either React or Vue for building more complex things. I'm leaning Vue because I've heard it's more beginner-friendly. Understanding how to optimize websites for performance and SEO is something my clients care about a lot. I also want to learn how to work with animation libraries like GSAP because my clients love the fancy scrolling animations they see on big brand websites.","JavaScript, Vue.js, HTML, CSS, SEO Optimization, GSAP, Web Animation, Web Performance"
"Business Intelligence Analyst","14","Basic SQL","I want to make the transition from being a general data analyst who does ad-hoc analysis to building proper scalable BI infrastructure. The difference I understand is that BI is about building reusable data products rather than one-off analyses. I need to learn data modeling properly, specifically the dimensional modeling concepts from the Kimball methodology, because that's how data warehouses are designed to support BI. dbt is the tool I'm most excited to learn because it brings software engineering best practices like version control and testing into data transformation. Looker or Metabase for the BI layer on top. BigQuery as the cloud data warehouse since I'm already in a Google Cloud environment. Understanding how to design a semantic layer so business users can self-serve without getting wrong answers.","Data Modeling, Kimball Methodology, Dimensional Modeling, dbt, Looker, Metabase, BigQuery, Semantic Layer"
"Blockchain Developer","10","Intermediate Python","defi protocol development. already know python. learning solidity. hardhat for testing. uniswap v2 fork as learning project. want to understand amm mechanics deeply, liquidity pools, price discovery. security is critical in defi so also studying common vulnerabilities.","Solidity, Hardhat, DeFi, AMM, Liquidity Pools, Uniswap, Smart Contract Security"
"DevOps Engineer","18","College CS","I studied computer science and focused on distributed systems which turns out to be a great background for DevOps and SRE work. I understand concepts like consistency, availability, and partition tolerance, and I've written code in multiple languages. What I'm missing is the operational tooling experience. I want to learn the standard DevOps toolchain starting with containerization and orchestration, then CI/CD pipeline design and implementation. GitOps practices using ArgoCD or Flux for Kubernetes deployments interest me because the declarative approach appeals to my systems thinking. Observability is something I want to go deep on, understanding how to instrument applications with OpenTelemetry and then visualize that data. Infrastructure as code with Terraform and also understanding Crossplane for Kubernetes-native infrastructure management.","Docker, Kubernetes, GitOps, ArgoCD, Flux, OpenTelemetry, Terraform, Crossplane, CI/CD, Observability"
"Embedded Systems Engineer","16","Basic C++","iot development specifically. want to connect physical devices to cloud. need to learn: esp32 or raspberry pi for the hardware side, mqtt protocol for iot messaging, aws iot core for cloud connectivity, c for device firmware, micropython as an alternative for rapid prototyping, mqtt brokers like mosquitto, edge computing concepts, ota firmware updates. want to build a smart home project end to end.","ESP32, Raspberry Pi, MQTT, AWS IoT Core, C, MicroPython, Edge Computing, OTA Updates, Mosquitto"
"DevOps Engineer","10","Basic Linux","Platform engineering is where DevOps is going and I want to get ahead of this trend. The idea of building internal developer platforms that make it easier for other engineers to ship code is really compelling to me. I already know Linux well from my sysadmin background. Kubernetes deeply is the foundation of modern platform engineering. Backstage by Spotify for building developer portals and service catalogs. Crossplane for abstracting cloud infrastructure as Kubernetes resources. Tekton for Kubernetes-native CI/CD. Understanding how to build golden paths that enforce best practices without becoming bureaucratic bottlenecks. I want to become a platform engineer at a company with a large engineering organization where this kind of role has real impact.","Kubernetes, Backstage, Crossplane, Tekton, Platform Engineering, Developer Portal, Service Catalog"
"Cybersecurity Professional","20","Basic Networking","I've been following cybersecurity news and incidents for years as a hobby and I know a lot theoretically but I have almost no hands-on skills. I want to close that gap. TryHackMe for learning in a structured way with guided rooms. HackTheBox for more challenging unguided practice once I have fundamentals. I want to specifically focus on web application testing because that's where I see the most vulnerabilities in the news. Burp Suite is the tool I most want to master. Understanding the OWASP testing guide as a methodology. Bug bounty programs as a path to practice on real targets legally and potentially earn money.","TryHackMe, HackTheBox, Web Application Testing, Burp Suite, OWASP Testing Guide, Bug Bounty, Penetration Testing"
"Database Administrator","12","Excel and SQL","I want to become a cloud database administrator specifically, managing databases on AWS RDS and Aurora rather than self-hosted databases. I understand SQL reasonably well from my analyst background but I need to learn the cloud database operational side. AWS RDS multi-AZ deployment for high availability. Aurora's storage architecture and how it differs from standard MySQL. Database migration service for moving on-premise databases to cloud. Parameter group tuning. Automated backup and point-in-time recovery. Read replicas for scaling read workloads. Performance Insights for diagnosing database bottlenecks. I want to earn the AWS Database Specialty certification as the formal validation of these skills.","AWS RDS, Aurora, Multi-AZ, Database Migration Service, Read Replicas, Performance Insights, AWS Database Specialty"
"Data Analyst","8","None","literally starting from zero. heard data analyst is a good career. what even is sql. going to find out. starting with a free online course. excel then sql then maybe python. tableau for charts. going to take it one step at a time and not overthink it.","Excel, SQL, Python, Tableau, Data Analysis Fundamentals"
"AI Engineer","12","Basic Python","I'm a product manager at a tech company and I can see that AI is going to change every product I work on, so I want to go beyond just managing AI features from the outside and actually understand how to build them. I don't need to become a research scientist, but I want to be technical enough to prototype AI-powered features myself using no-code and low-code tools as well as the OpenAI and Anthropic APIs directly. I want to understand prompt engineering deeply because so much of what makes AI features good or bad comes down to how you structure the prompts. Function calling and structured outputs from LLMs for building reliable AI workflows. I want to build a proof-of-concept AI feature for our product within this timeframe to demonstrate internally.","Prompt Engineering, OpenAI API, Function Calling, Structured Outputs, AI Product Management, LLM Prototyping"
"QA Engineer","8","Basic SQL","I want to become a specialist in mobile app testing because that's where products actually reach users now and testing mobile apps is genuinely different and harder than web testing. My Python basics help for scripting. Appium is the main tool I want to learn for cross-platform mobile automation, automating both iOS and Android native apps. XCUITest for iOS-specific testing and Espresso for Android-specific testing when you need native speed. Understanding how to test on real devices versus simulators and the tradeoffs. Firebase Test Lab and BrowserStack for cloud device testing at scale. Testing for network conditions, different device sizes, and operating system versions. Performance testing on mobile because battery usage and memory are critical.","Appium, XCUITest, Espresso, iOS Testing, Android Testing, Firebase Test Lab, BrowserStack, Mobile Performance Testing, Python"
"Blockchain Developer","20","Basic Python","zero knowledge proofs is the area of blockchain development i find most intellectually compelling. the math is hard but the applications are profound. want to learn: snark vs stark tradeoffs, circom for writing zk circuits, snarkjs for proof generation and verification, understanding plonk and groth16 proving systems, building a simple zk application like a private voting system, zkSync and starknet as zk layer 2 platforms. this is genuinely advanced cryptography and i know it will be challenging.","Zero Knowledge Proofs, ZK-SNARKs, ZK-STARKs, Circom, snarkjs, PLONK, Groth16, zkSync, StarkNet, Cryptography"
"Cybersecurity Professional","10","Basic Networking","already have linux and networking basics. want to do ctf competitions seriously. need to get good at: web exploitation, binary exploitation basics, reverse engineering, cryptography challenges, forensics. practicing on picoctf and tryhackme. goal is to compete in collegiate ctf events.","CTF, Web Exploitation, Binary Exploitation, Reverse Engineering, Cryptography, Digital Forensics, PicoCTF, TryHackMe"
"Mobile App Developer","16","Basic Python","I want to build a meditation and mental wellness app because I've struggled with anxiety and I genuinely believe better designed digital wellness tools could help people. Python is what I know but mobile requires different skills. Flutter with Dart is my chosen path because one codebase for iOS and Android makes sense for a solo developer. I'll need to understand background audio playback for guided meditations, local notifications for reminders, in-app purchases for premium content, and storing user progress and streaks locally with SQLite or Hive. Firebase for backend features like user authentication and cloud sync. I want to design the app with accessibility in mind from the beginning because mental health tools should be accessible to everyone including those with disabilities.","Flutter, Dart, Firebase, Background Audio, Local Notifications, In-App Purchases, SQLite, Hive, Accessibility, iOS, Android"
"Data Analyst","10","Basic Statistics","financial data analyst role is my target. know stats from actuarial exam prep. need the technical tools: python pandas for data manipulation, bloomberg terminal understanding, excel financial modeling, sql for querying financial databases, power bi or tableau for dashboards. also want to understand time series analysis for financial data.","Python, Pandas, Bloomberg Terminal, Excel Financial Modeling, SQL, Power BI, Time Series Analysis, Financial Analytics"
"Backend Developer","18","Intermediate Python","I studied philosophy in college and spent years trying to find a career that suited me and I've finally decided on software engineering because the logical and systematic thinking it requires matches how my mind actually works. I chose backend development because the tangible problems, storing and retrieving data, processing requests reliably, connecting systems, feel more concrete to me than frontend design. Python is my starting language because everyone recommends it for beginners and the syntax is readable. I'll build up to Django for web applications. I understand this is a significant undertaking starting from zero but I'm ready for a challenge that actually engages my mind.","Python, Django, SQL, REST API, PostgreSQL, Backend Development, Web Servers"
"AI Engineer","16","Some JavaScript","I work in legal and the amount of contract review work is crushing, associates spending days reading through documents looking for specific clauses, and I know AI can help with this. I want to build legal AI tools specifically. My Python is basic so I need to improve that first. Understanding how to process and chunk long legal documents for LLM consumption. Building document Q&A systems with RAG so lawyers can ask questions of their document corpus. Fine-tuning smaller models on legal text for specific classification tasks like clause identification. Understanding the limitations and hallucination risks of LLMs in a legal context because getting things wrong has real consequences. I want to build a prototype that actually gets used by the lawyers at my firm.","Python, LLM, Document Processing, RAG, Vector Database, Fine-tuning, Legal AI, Hallucination, Contract Review"
"Business Intelligence Analyst","14","Basic Python","I need to learn Looker specifically because my company just purchased it and I've been designated as the person responsible for building all our reports in it. Zero Looker experience. Need to learn LookML which is its modeling language, understand dimensions and measures, create explores and dashboards, understand derived tables and PDTs, set up user access controls, and understand caching policies. I also need to understand how to connect Looker to our BigQuery data warehouse and optimize queries for cost.","Looker, LookML, Dimensions, Measures, Explores, Persistent Derived Tables, BigQuery, Dashboard Design, Access Controls"
"Database Administrator","18","Basic SQL","I want to specialize in database performance engineering rather than just routine DBA work like backups and user management. I'm drawn to the detective work of finding why things are slow. PostgreSQL is my platform. I want to understand the query planner deeply, how to read and interpret EXPLAIN ANALYZE output, what plan shapes indicate problems, and how statistics affect planning decisions. Index design is an art I want to master, understanding partial indexes, covering indexes, multicolumn index column ordering, and when indexes hurt rather than help. Autovacuum tuning because bloat is a common source of performance problems. pg_stat_statements and pg_badger for identifying problematic queries. Partitioning strategies for large tables. Connection pooling architectures.","PostgreSQL, Query Optimization, EXPLAIN ANALYZE, Index Design, Partial Indexes, Autovacuum, pg_stat_statements, Table Partitioning, PgBouncer"
"Cybersecurity Professional","12","Basic Linux","I've been on the defensive side of security for two years working in a SOC but I feel like I'm just following playbooks without deeply understanding what I'm looking at. I want to understand offensive techniques properly so my defensive work actually makes sense. Understanding how lateral movement works in Windows environments, how attackers abuse things like Pass the Hash and Kerberoasting. Active Directory attack and defense is a major focus because AD is in every enterprise. BloodHound for mapping AD attack paths. Mimikatz to understand credential theft. Sigma rules for writing detection logic for the attacks I learn. I want to shift from being a reactive analyst to proactively hunting for threats using threat hunting methodologies.","Active Directory, Pass the Hash, Kerberoasting, BloodHound, Mimikatz, Sigma Rules, Threat Hunting, SOC"
"Cybersecurity Professional","12","College CS","I was the victim of identity theft last year and it completely violated my sense of security and privacy and it ignited this intense interest in cybersecurity because I want to understand exactly how it happened and how to prevent it for others. I'm starting with zero technical knowledge but very high motivation. I want to understand digital forensics and incident response first, how you investigate what happened after a breach. Network security fundamentals. How phishing attacks are constructed and detected. Password security and authentication best practices. Eventually I want to work in cybersecurity incident response helping organizations recover from attacks. The human story behind security matters to me as much as the technical side.","Digital Forensics, Incident Response, Network Security, Phishing, Authentication, Password Security, DFIR"
"Mobile App Developer","20","College CS","android development with kotlin is my specific goal. have cs background. need to learn: kotlin language properly, jetpack compose for modern android ui, android architecture components including viewmodel and livedata, room database for local storage, retrofit for api calls, coroutines for async operations, navigation component, and how to publish to the google play store. want to build one complete android app end to end.","Kotlin, Jetpack Compose, ViewModel, LiveData, Room Database, Retrofit, Coroutines, Navigation Component, Google Play Store"
"Machine Learning Engineer","18","Basic Statistics","I work in insurance and actuarial science and I want to modernize the models my company uses because most of them are decades-old linear regression models that are leaving a lot of predictive power on the table. My Python is decent and I understand statistics well from actuarial training. I want to learn gradient boosting methods deeply, XGBoost, LightGBM, and CatBoost, because they dominate tabular data competitions for good reason. Understanding how to properly validate models in insurance contexts where the target variable distribution is very skewed. SHAP values for model explainability because regulators need to understand how models make decisions. Calibration of probability estimates. I want to also learn about survival analysis models for churn and claim timing prediction.","Python, XGBoost, LightGBM, CatBoost, Gradient Boosting, SHAP, Model Explainability, Calibration, Survival Analysis, Insurance Analytics"
"Data Analyst","16","Basic Statistics","I'm a sports fan turned aspiring sports data analyst. I've been reading sports statistics blogs for years and consuming things like FiveThirtyEight's work and I want to create that kind of analysis myself. I know Excel at a basic level but I need Python and pandas for real data work. Sports data APIs and libraries like nba_api or the Statcast baseball database. Understanding advanced sports metrics, things like expected goals in soccer or win probability models. Building models that go beyond box score statistics to understand player value. I want to build a sports analytics portfolio on a blog or GitHub to attract attention from teams or sports media companies. R is used in sports analytics too so maybe both languages.","Python, Pandas, R, Sports Analytics, nba_api, Statcast, Expected Goals, Win Probability, Advanced Metrics"
"Cybersecurity Professional","16","None","Threat intelligence analyst is my career goal. I'm interested in the geopolitical and adversary tracking side of security, understanding which threat actors are behind attacks and what their tactics techniques and procedures look like. I want to learn MITRE ATT&CK framework deeply and how to map observed behavior to TTPs. OSINT techniques for tracking threat actor infrastructure and personas. Malware indicator extraction and sharing using STIX and TAXII formats. Threat intelligence platforms like OpenCTI or MISP. Python for automating indicator collection and processing. I'm drawn to the intersection of geopolitics and cybersecurity and I think that's a unique angle that combines my interest in international relations with technical work.","Threat Intelligence, MITRE ATT&CK, TTPs, OSINT, STIX, TAXII, OpenCTI, MISP, Indicator of Compromise, Python"
"Machine Learning Engineer","10","Basic R","I work in insurance and actuarial science and I want to modernize the models my company uses because most of them are decades-old linear regression models that are leaving a lot of predictive power on the table. My Python is decent and I understand statistics well from actuarial training. I want to learn gradient boosting methods deeply, XGBoost, LightGBM, and CatBoost, because they dominate tabular data competitions for good reason. Understanding how to properly validate models in insurance contexts where the target variable distribution is very skewed. SHAP values for model explainability because regulators need to understand how models make decisions. Calibration of probability estimates. I want to also learn about survival analysis models for churn and claim timing prediction.","Python, XGBoost, LightGBM, CatBoost, Gradient Boosting, SHAP, Model Explainability, Calibration, Survival Analysis, Insurance Analytics"
"Backend Developer","10","Basic C++","I studied philosophy in college and spent years trying to find a career that suited me and I've finally decided on software engineering because the logical and systematic thinking it requires matches how my mind actually works. I chose backend development because the tangible problems, storing and retrieving data, processing requests reliably, connecting systems, feel more concrete to me than frontend design. Python is my starting language because everyone recommends it for beginners and the syntax is readable. I'll build up to Django for web applications. I understand this is a significant undertaking starting from zero but I'm ready for a challenge that actually engages my mind.","Python, Django, SQL, REST API, PostgreSQL, Backend Development, Web Servers"
"Full-Stack Developer","16","Basic HTML/CSS","I'm going to build a marketplace application, a two-sided platform where buyers and sellers interact, because I've validated the idea and want to build it myself. I know enough JavaScript to be dangerous. The technical challenges I know I'll face: user authentication with roles, payment processing, search functionality, and real-time notifications. Next.js for the framework since it handles SSR well. Clerk or Auth0 for authentication since rolling my own auth for a marketplace is risky. Stripe Connect for marketplace payments specifically because it handles the complexity of splitting payments between platform and sellers. Algolia for search since building good search from scratch is genuinely hard. Pusher for real-time notifications.","Next.js, React, Clerk, Auth0, Stripe Connect, Algolia, Pusher, PostgreSQL, Marketplace Architecture"
"UI/UX Designer","16","Basic Python","learning figma from zero. need it for my startup role even though im not a designer officially. auto layout, components, variables, prototyping, and dev mode for handoff. focused on the tool not design theory right now.","Figma, Auto Layout, Components, Variables, Prototyping, Design Handoff, Dev Mode"
"Data Analyst","14","Basic R","I'm a sports fan turned aspiring sports data analyst. I've been reading sports statistics blogs for years and consuming things like FiveThirtyEight's work and I want to create that kind of analysis myself. I know Excel at a basic level but I need Python and pandas for real data work. Sports data APIs and libraries like nba_api or the Statcast baseball database. Understanding advanced sports metrics, things like expected goals in soccer or win probability models. Building models that go beyond box score statistics to understand player value. I want to build a sports analytics portfolio on a blog or GitHub to attract attention from teams or sports media companies. R is used in sports analytics too so maybe both languages.","Python, Pandas, R, Sports Analytics, nba_api, Statcast, Expected Goals, Win Probability, Advanced Metrics"
"Data Analyst","20","Basic R","I work in e-commerce and I'm obsessed with understanding customer behavior. Right now I can run basic queries but I want to be able to do proper cohort analysis, understand how customer lifetime value evolves, and build predictive models for which customers are likely to churn. Python pandas for data manipulation since my basics are there. SQL window functions for cohort calculations because those seem to be the right tool for that kind of analysis. I want to learn about RFM analysis, recency frequency monetary segmentation for customer categorization. Maybe some basic machine learning for clustering customers into behavioral segments. Visualizing this work in a way that non-technical marketing people can understand and act on is equally important to the technical work.","Python, Pandas, SQL, Cohort Analysis, CLV, RFM Analysis, Customer Segmentation, Churn Prediction, Data Visualization"
"AI Engineer","22","Intermediate Python","computer vision engineer is my specific goal within ai. have cs foundations. want to specialize in cv applications for manufacturing and industrial inspection. need to learn pytorch for deep learning, torchvision for cv specifically, yolo models for real-time object detection, image segmentation with segment anything model, deploying cv models on edge devices like jetson nano, onnx for model optimization and portability, and opencv for classical cv preprocessing.","PyTorch, TorchVision, YOLO, Object Detection, SAM, Image Segmentation, Edge Deployment, Jetson Nano, ONNX, OpenCV"
"Game Developer","14","Some JavaScript","absolute beginner. starting with scratch the visual programming language to understand game logic concepts before moving to real code. then moving to pygame in python. baby steps. just want to make something that moves on screen.","Scratch, Pygame, Python, Game Logic, 2D Graphics, Beginner Game Development"
"AI Engineer","22","College CS","computer vision engineer is my specific goal within ai. have cs foundations. want to specialize in cv applications for manufacturing and industrial inspection. need to learn pytorch for deep learning, torchvision for cv specifically, yolo models for real-time object detection, image segmentation with segment anything model, deploying cv models on edge devices like jetson nano, onnx for model optimization and portability, and opencv for classical cv preprocessing.","PyTorch, TorchVision, YOLO, Object Detection, SAM, Image Segmentation, Edge Deployment, Jetson Nano, ONNX, OpenCV"
"Data Analyst","20","Basic Statistics","I work in e-commerce and I'm obsessed with understanding customer behavior. Right now I can run basic queries but I want to be able to do proper cohort analysis, understand how customer lifetime value evolves, and build predictive models for which customers are likely to churn. Python pandas for data manipulation since my basics are there. SQL window functions for cohort calculations because those seem to be the right tool for that kind of analysis. I want to learn about RFM analysis, recency frequency monetary segmentation for customer categorization. Maybe some basic machine learning for clustering customers into behavioral segments. Visualizing this work in a way that non-technical marketing people can understand and act on is equally important to the technical work.","Python, Pandas, SQL, Cohort Analysis, CLV, RFM Analysis, Customer Segmentation, Churn Prediction, Data Visualization"
"Backend Developer","16","None","I studied philosophy in college and spent years trying to find a career that suited me and I've finally decided on software engineering because the logical and systematic thinking it requires matches how my mind actually works. I chose backend development because the tangible problems, storing and retrieving data, processing requests reliably, connecting systems, feel more concrete to me than frontend design. Python is my starting language because everyone recommends it for beginners and the syntax is readable. I'll build up to Django for web applications. I understand this is a significant undertaking starting from zero but I'm ready for a challenge that actually engages my mind.","Python, Django, SQL, REST API, PostgreSQL, Backend Development, Web Servers"
"Game Developer","12","None","I want to build game engine components from scratch rather than just use existing engines, because I find the computer graphics and systems programming side more interesting than game design itself. My C++ is basic but I have the foundation. OpenGL for rendering and understanding the graphics pipeline at a hardware level. GLFW for window management. Linear algebra for 3D math, matrices, quaternions, transformations. Implementing an entity component system architecture from scratch. Memory management patterns for performance-critical game code. Audio with OpenAL or miniaudio. Eventually I want to contribute to open source game engine projects or work at a game engine company rather than a game studio.","C++, OpenGL, GLFW, GLSL, Linear Algebra, Entity Component System, OpenAL, Game Engine Architecture, Graphics Pipeline"
"Cybersecurity Professional","14","Intermediate Python","devsecops is my target. currently a python dev who wants to integrate security into the software development lifecycle rather than treating it as an afterthought. need to learn: sast tools like sonarqube and semgrep for code scanning, dependency scanning with snyk or dependabot, container image scanning with trivy, secrets detection with truffelhog or gitleaks, integrating security gates into github actions pipelines, dast with owasp zap, threat modeling with stride methodology.","DevSecOps, SAST, SonarQube, Semgrep, Snyk, Trivy, TruffleHog, Gitleaks, OWASP ZAP, Threat Modeling, STRIDE"
"Backend Developer","10","Basic Python","I know Java from college and some work experience but only at a surface level. I want to deeply specialize in building high-throughput data processing backends. The technology stack I want to master: Apache Kafka for event streaming and building event-driven architectures. Kafka Streams for stream processing directly on Kafka. Apache Flink for more complex stateful stream processing. Spring Boot for the service framework. Understanding backpressure and how to design systems that don't fall over under load. Exactly-once semantics in distributed systems. I want to understand how to build systems that process millions of events per second reliably, which is the kind of infrastructure that powers real-time features at companies like Uber and LinkedIn.","Java, Apache Kafka, Kafka Streams, Apache Flink, Spring Boot, Event-Driven Architecture, Stream Processing, Backpressure, Exactly-Once Semantics"
"Cybersecurity Professional","10","Basic Linux","devsecops is my target. currently a python dev who wants to integrate security into the software development lifecycle rather than treating it as an afterthought. need to learn: sast tools like sonarqube and semgrep for code scanning, dependency scanning with snyk or dependabot, container image scanning with trivy, secrets detection with truffelhog or gitleaks, integrating security gates into github actions pipelines, dast with owasp zap, threat modeling with stride methodology.","DevSecOps, SAST, SonarQube, Semgrep, Snyk, Trivy, TruffleHog, Gitleaks, OWASP ZAP, Threat Modeling, STRIDE"
"Embedded Systems Engineer","22","Basic C++","automotive embedded systems is my career target. I have basic C++ and I'm studying electrical engineering. I want to get into the automotive software space which is growing enormously with EV and self-driving development. AUTOSAR is the software architecture standard I need to understand. CAN bus and LIN bus communication protocols that cars use internally. MISRA C coding standards because safety-critical automotive software has strict coding guidelines. ISO 26262 functional safety standard. Model-based development with MATLAB Simulink because many automotive control algorithms are designed this way. Embedded Linux for the more powerful compute units in modern vehicles. I want to land a role at an automotive OEM or tier-1 supplier.","AUTOSAR, CAN Bus, LIN Bus, MISRA C, ISO 26262, Functional Safety, MATLAB Simulink, Embedded Linux, Automotive Software"
"Machine Learning Engineer","12","Basic R","graph machine learning is the niche I want to occupy because so much real-world data has relational structure that standard ML ignores. Social networks, molecular structures, knowledge graphs, financial transaction networks. I have CS foundations but need to learn ML properly and then specifically graph ML. PyTorch Geometric and DGL as the main frameworks for graph neural networks. Understanding different GNN architectures: GCN, GAT, GraphSAGE, and when to use each. Link prediction for recommender systems. Node classification for fraud detection. Knowledge graph embedding methods like TransE and RotatE. NetworkX for classical graph analysis. This is a specialized niche but I think the applications are enormous and it's less competitive than mainstream deep learning.","PyTorch Geometric, DGL, Graph Neural Networks, GCN, GAT, GraphSAGE, Link Prediction, Knowledge Graph, NetworkX, Node Classification"
"Cybersecurity Professional","12","None","I want to specialize in offensive security research and vulnerability discovery rather than just running known tools. My CS background means I can read and write code in multiple languages. I want to deeply learn binary exploitation on Linux starting with basic buffer overflows and working up to ret2libc, ROP chains, and heap exploitation. Understanding how modern exploit mitigations work and how to bypass them: ASLR, stack canaries, NX/DEP, PIE. Pwntools for scripting exploits. GDB with peda or pwndbg for debugging. Understanding CVE research and responsible disclosure processes. Capture the flag competitions are my primary learning environment. Eventually I'd like to contribute original vulnerability research and maybe present at security conferences.","Binary Exploitation, Buffer Overflow, ROP Chains, Heap Exploitation, ASLR Bypass, Pwntools, GDB, CVE Research, CTF"
"AI Engineer","16","Basic Python","I work in legal and the amount of contract review work is crushing, associates spending days reading through documents looking for specific clauses, and I know AI can help with this. I want to build legal AI tools specifically. My Python is basic so I need to improve that first. Understanding how to process and chunk long legal documents for LLM consumption. Building document Q&A systems with RAG so lawyers can ask questions of their document corpus. Fine-tuning smaller models on legal text for specific classification tasks like clause identification. Understanding the limitations and hallucination risks of LLMs in a legal context because getting things wrong has real consequences. I want to build a prototype that actually gets used by the lawyers at my firm.","Python, LLM, Document Processing, RAG, Vector Database, Fine-tuning, Legal AI, Hallucination, Contract Review"
"QA Engineer","16","Basic SQL","I want to become a specialist in mobile app testing because that's where products actually reach users now and testing mobile apps is genuinely different and harder than web testing. My Python basics help for scripting. Appium is the main tool I want to learn for cross-platform mobile automation, automating both iOS and Android native apps. XCUITest for iOS-specific testing and Espresso for Android-specific testing when you need native speed. Understanding how to test on real devices versus simulators and the tradeoffs. Firebase Test Lab and BrowserStack for cloud device testing at scale. Testing for network conditions, different device sizes, and operating system versions. Performance testing on mobile because battery usage and memory are critical.","Appium, XCUITest, Espresso, iOS Testing, Android Testing, Firebase Test Lab, BrowserStack, Mobile Performance Testing, Python"
